Company,Street,City,State,Zip,EstNumber,GrantDate
albert's organics,6284 McIntosh Rd.,Sarasota,FL,34238,V46472,09/21/2018
alberto's meat shop,2595 Commerce Way,Vista,CA,92081,M18821,07/05/2013
albie's food products,1534 O'Rourke Blvd,Gaylord,MI,49735,M10100,02/26/2021
albie's food products,1534 O'Rourke Blvd,Gaylord,MI,49735,P10100,02/26/2021
albion locker,129 W. Church Street,Albion,NE,68620,M5622,11/04/2010
albion locker,129 W. Church Street,Albion,NE,68620,P5622,11/04/2010
albion locker,129 W. Church Street,Albion,NE,68620,V5622,11/04/2010
alcor foods,Ave. Hostos WF-8 Santa Juanita,Bayamon,PR,00956,M44941,03/27/2020
alcor foods,Ave. Hostos WF-8 Santa Juanita,Bayamon,PR,00956,P44941,03/27/2020
alderfer,382 Main Street,Harleysville,PA,19438,M1330,08/31/2016
alderfer,382 Main Street,Harleysville,PA,19438,P1330,08/31/2016
aldon food,4461 Township Line Road,Schwenksville,PA,19473,M8429,01/19/2006
aldon food,4461 Township Line Road,Schwenksville,PA,19473,P8429,01/19/2006
alecon enterprises,31 Pulpit Rock Road,Pelham,NH,03076,M45093,05/12/2016
alecon enterprises,31 Pulpit Rock Road,Pelham,NH,03076,P45093,05/12/2016
alef sausage,1026 Campus Rd.,Mundelein,IL,60060,M21174,09/09/2005
alef sausage,1026 Campus Rd.,Mundelein,IL,60060,P21174,09/09/2005
alena foods,120 Fulton Street,Fresno,CA,93721,M21701,01/31/2002
alena foods,120 Fulton Street,Fresno,CA,93721,P21701,01/31/2002
alewel's country meats,911 North Simpson,Warrensburg,MO,64093,M5766,04/03/1996
alewel's country meats,911 North Simpson,Warrensburg,MO,64093,P5766,04/03/1996
alewel's country meats,911 North Simpson,Warrensburg,MO,64093,V5766,04/03/1996
alex & george wholesale meats,2 Rockwood Street - Suite 100,Rochester,NY,14610,M4553,03/30/2011
alex & george wholesale meats,2 Rockwood Street - Suite 100,Rochester,NY,14610,P4553,03/30/2011
alex froehlich packing,77 D Street Ext.,Johnstown,PA,15906,M9369,02/21/2020
alex froehlich packing,77 D Street Ext.,Johnstown,PA,15906,P9369,02/21/2020
alex's deli,4951W. Diversey Ave,Chicago,IL,60639,M34826,10/24/2016
alex's deli,4951W. Diversey Ave,Chicago,IL,60639,P34826,10/24/2016
alex's meat & provisions,5600 1st Avenue,Brooklyn,NY,11220,M19566,01/17/2019
alex's meat & provisions,5600 1st Avenue,Brooklyn,NY,11220,P19566,01/17/2019
alexander's ham,Hwy 152 West,Landis,NC,28088,M6593,11/06/1991
alexandra foods,3304-08 N. Central Avenue,Chicago,IL,60634,M31541,10/12/2021
alexandra foods,3304-08 N. Central Avenue,Chicago,IL,60634,P31541,10/12/2021
alexis wholesale distribution,1527 W. Roscrans Avenue,Gardena,CA,90249,M45547,05/01/2019
alexis wholesale distribution,1527 W. Roscrans Avenue,Gardena,CA,90249,P45547,05/01/2019
alexis wholesale distribution,1521 W. Roscrans Avenu,Gardena,CA,90249,M46576,04/18/2019
alexis wholesale distribution,1521 W. Roscrans Avenu,Gardena,CA,90249,P46576,04/18/2019
alexis wholesale distribution,14233 W. Halldale Avenue,Gardena,CA,90249,M47087,06/03/2020
alexis wholesale distribution,14233 W. Halldale Avenue,Gardena,CA,90249,P47087,06/03/2020
alexis wholesale,1529 W. Rosecrans Avenue,Gardena,CA,90249,M44823,09/03/2015
alexis wholesale,1529 W. Rosecrans Avenue,Gardena,CA,90249,P44823,09/03/2015
alfresco pasta,1138th 4th Avenue South,Nashville,TN,37210,M21743,03/24/2014
alfresco pasta,1138th 4th Avenue South,Nashville,TN,37210,P21743,03/24/2014
ali international,1616 S Dean Rd,Orlando,FL,32825,M11113,03/27/2012
tonali's meats,4334 Fulton Industrial Blvd.,Atlanta,GA,30336,M46915,07/21/2021
aliyans global,9133 Belden Ave.,Franklin Park,IL,60131,M47043,01/11/2022
aliyans global,9133 Belden Ave.,Franklin Park,IL,60131,P47043,01/11/2022
all american meats,"All American Meats, Inc.",Omaha,NE,68107,M20420,07/11/2000
all holding,7132 Ruppsville Road,Allentown,PA,18106,V47489,02/11/2021
alle-pia,8396 El Camino Real,Atascadero,CA,93422,M44122,11/16/2012
alle-pia,8396 El Camino Real,Atascadero,CA,93422,P44122,11/16/2012
allen brothers,3600= 3604 NE 4th Avenue,Oakland Park,FL,33334,M47558,06/16/2021
allen brothers,4051 Seaport Boulevard,West Sacramento,CA,95691,M1802,07/07/2021
allen brothers,4051 Seaport Boulevard,West Sacramento,CA,95691,P1802,07/07/2021
allen brothers,145 South Hill Drive,Brisbane,CA,94005,M2874,07/09/2021
allen brothers,145 South Hill Drive,Brisbane,CA,94005,P2874,07/09/2021
allen brothers,1250 Whipple Road,Union City,CA,94587,M19669,07/07/2021
allen brothers,1250 Whipple Road,Union City,CA,94587,P19669,07/07/2021
allen brothers,1250 Whipple Road,Union City,CA,94587,V19669,07/07/2021
allen brothers,3737 S. Halsted St,Chicago,IL,60609,M1079,03/01/2016
allen brothers,3737 S. Halsted St,Chicago,IL,60609,V1079,03/01/2016
allen harim foods,29984 Pinnacle Way,Millsboro,DE,19966,P46338,03/30/2021
allen harim foods,18752 Harbeson Road,Harbeson,DE,19951,P935,03/29/2021
allentown refrigerated terminals,125 Seneca Trail,Boyertown,PA,19512,M21574,04/04/2001
allentown refrigerated terminals,125 Seneca Trail,Boyertown,PA,19512,P21574,04/04/2001
allentown refrigerated terminals,125 Seneca Trail,Boyertown,PA,19512,V21574,04/04/2001
allied caribbean distribution,10992 NW 92 Terrace,Miami,FL,33178,V45669,07/28/2015
alma cold storage,226 Pineview Rd.,Alma,GA,31510,V807,07/20/2011
alma foods,110 East 1st Street,Alma,KS,66401,M7000,10/19/2004
alma foods,110 East 1st Street,Alma,KS,66401,P7000,10/19/2004
alnoor halal poultry market,204 20th Street,Brooklyn,NY,11232,P34626,02/03/2021
aloha edibles,94-334 Ukee Street,Waipahu,HI,96797,M46109,04/21/2017
alpha foods,19802 G.H. Circle,Waller,TX,77484,M654,05/21/2012
alpha foods,19802 G.H. Circle,Waller,TX,77484,P654,05/21/2012
alpha omega,417 Atlas Avenue,Madison,WI,53714,M21136,12/16/2020
alpha omega,417 Atlas Avenue,Madison,WI,53714,P21136,12/16/2020
alpine meats,9850 Lower Sacramento  Road,Stockton,CA,95210,M412,05/04/2020
alpine meats,9850 Lower Sacramento  Road,Stockton,CA,95210,P412,05/04/2020
alpine sausage,1272 West Alaska Place,Denver,CO,80223,M6224,02/19/1999
alsleben meats,820 12th Street East,Glencoe,MN,55336,M2522,03/05/2020
alsleben meats,820 12th Street East,Glencoe,MN,55336,P2522,03/05/2020
alto valle foods,301 Raynolds Avenue,El Paso,TX,79905,V20663,02/11/2003
altura,"4240 Old Seward Highway, #20",Anchorage,AK,99503,M27379,01/08/2019
altura,"4240 Old Seward Highway, #20",Anchorage,AK,99503,P27379,01/08/2019
alwan & sons meats,703 E. War Memorial Dr.,Peoria Heights,IL,61616,M33948,04/21/2006
alwan & sons meats,703 E. War Memorial Dr.,Peoria Heights,IL,61616,P33948,04/21/2006
amana meat shop & smokehouse,4513 F Street,Amana,IA,52203,M2357,02/19/2008
amana meat shop & smokehouse,4513 F Street,Amana,IA,52203,P2357,02/19/2008
amaro foods enterprise,2180 NW 19th Ave.,Miami,FL,33142,M11169,02/26/2012
amaro foods enterprise,2180 NW 19th Ave.,Miami,FL,33142,P11169,02/26/2012
amazon foods,168 Center Street,Chicopee,MA,01013,M5072,01/24/2017
amazon foods,168 Center Street,Chicopee,MA,01013,P5072,01/24/2017
amba ham,6863 NE 3rd Ave.,Miami,FL,33138,M11204,08/28/2009
amba ham,6863 NE 3rd Ave.,Miami,FL,33138,P11204,08/28/2009
ambar foods,12434 N. 28th Drive,Phoenix,AZ,85029,M45761,07/20/2020
ambar foods,12434 N. 28th Drive,Phoenix,AZ,85029,P45761,07/20/2020
ambassador meat dist,2856 Guinotte,Kansas City,MO,64120,M19433,06/09/2015
ambassador meat dist,2856 Guinotte,Kansas City,MO,64120,P19433,06/09/2015
ameri-asian trading development,4707 Lima St.,Denver,CO,80239,V48309,03/06/2018
americold logistics,5005 C Street S.W.,Cedar Rapids,IA,52406,M31351,07/28/2003
americold logistics,5005 C Street S.W.,Cedar Rapids,IA,52406,V31351,07/28/2003
americold logistics,1331 Civil War Rd.,Carthage,MO,64836,V3334,07/02/2011
americold logistics,2007 W. Mary,Garden City,KS,67846,V3216,07/15/1998
americold logistics,10300 SE 3rd Avenue,Amarillo,TX,79118,V19758,10/26/2018
americold logistics,200 Railhead Road,Fort Worth,TX,76106,V20989,04/02/2001
americold logistics,4676 Erie St.,Navarre,OH,44662,V27324A,12/11/2007
americold logistics,533 Laney Walker Blvd. Ext.,Augusta,GA,30901,V19080,07/16/2010
americold logistics,2140 17th St. SW,Massillon,OH,44647,V27324,11/21/2002
americold logistics,1010 AmeriCold Dr.,Rochelle,IL,61068,V34694,02/13/2012
ameriqual distribution center,4501 Hitch and Peters Road,Evansville,IN,47711,M15893B,09/11/2020
ameriqual distribution center,4501 Hitch and Peters Road,Evansville,IN,47711,P15893B,09/11/2020
ameriqual distribution center,4501 Hitch and Peters Road,Evansville,IN,47711,V15893B,09/11/2020
ameriqual group,18200 Highway 41 North,Evansville,IN,47725,M15893,02/16/2012
ameriqual group,18200 Highway 41 North,Evansville,IN,47725,P15893,02/16/2012
ameriqual group,18200 Highway 41 North,Evansville,IN,47725,V15893,02/16/2012
ameriqual packaging,225 West Morgan Avenue,Evansville,IN,47710,M15893A,06/10/2008
ameriqual packaging,225 West Morgan Avenue,Evansville,IN,47710,P15893A,06/10/2008
ameriqual packaging,225 West Morgan Avenue,Evansville,IN,47710,V15893A,06/10/2008
america new york ri wang food group,30 Inez Drive,Bay Shore,NY,11706,M40200A,05/03/2019
america new york ri wang food group,30 Inez Drive,Bay Shore,NY,11706,P40200A,05/03/2019
america new york ri wang food group,30 Inez Drive,Bay Shore,NY,11706,V40200A,05/03/2019
america's best steak,410 10th Street,Bogue,KS,67625,M31605,10/03/2004
america's catch,46623 County Road 523,Itta Bena,MS,38941,M45768,01/11/2016
america's custom brokers,2150 NW 70th Avenue,Miami,FL,33122,V45452,11/10/2021
american beef packers,13677 Yorba Avenue,Chino,CA,91710,M34741,08/18/2014
american butchers,Diana Street Lot #5,Guaynabo,PR,00968,M40232,05/11/2011
american butchers,Diana Street Lot #5,Guaynabo,PR,00968,P40232,05/11/2011
american butchers,809 O street,Beaver City,NE,68926,M20172,05/12/2016
american butchers,809 O street,Beaver City,NE,68926,P20172,05/12/2016
american butchers,809 O street,Beaver City,NE,68926,V20172,05/12/2016
american consolidation & logistics,12085 NW 42 Ave,Opa-Locka,FL,33054,V39953,09/28/2009
american country foods,360 Gendron Road,Plainfield,CT,06374,P46696,10/07/2019
american custom meats,4276 N. Tracy Blvd.,Tracy,CA,95304,M44189,08/16/2013
american custom meats,4276 N. Tracy Blvd.,Tracy,CA,95304,P44189,08/16/2013
american custom meats,4276 N. Tracy Blvd.,Tracy,CA,95304,V44189,08/16/2013
american egg products,375 Pierce Industrial Blvd.,Blackshear,GA,31516,G1105,02/24/1992
american food export service,1100 Milik Street,Carteret,NJ,07008,V31683/P,09/03/2008
american food services,210 Praley St. NW,Valdese,NC,28690,M34107A,07/15/2019
american food services,210 Praley St. NW,Valdese,NC,28690,P34107A,07/15/2019
american food services,1053 Summers Road,Morganton,NC,28655,M34107,07/24/2012
american food services,1053 Summers Road,Morganton,NC,28655,P34107,07/24/2012
american food systems,30 B Street,Burlington,MA,01803,M8452,09/06/2018
american food systems,30 B Street,Burlington,MA,01803,P8452,09/06/2018
american foods international,10450 Doral Blvd.,Doral,FL,33178,V47700,08/26/2021
american halal meat,4342 Hwy E,New Haven,MO,63068,M48226,09/19/2011
american halal meat,270 Raymond Blvd,Newark,NJ,07105,M20403,10/15/2013
american kitchen delights,15320 S. Cooper Ave.,Harvey,IL,60426,M17439,04/18/2006
american kitchen delights,15320 S. Cooper Ave.,Harvey,IL,60426,P17439,04/18/2006
american laboratories,5036 South 33rd Street,Omaha,NE,68107,V22043,12/28/2015
american laboratories,5036 South 33rd Street,Omaha,NE,68107,M5805A,06/06/2018
all american meats,5201 Industry Ave.,Pico Rivera,CA,90660,M1913,11/07/2016
all american meats,5201 Industry Ave.,Pico Rivera,CA,90660,P18057,11/07/2016
american outdoor products,6350 Gunpark Drive,Boulder,CO,80301,M4933,11/13/1997
american outdoor products,6350 Gunpark Drive,Boulder,CO,80301,P4933,11/13/1997
american outdoor products,6350 Gunpark Drive,Boulder,CO,80301,G4933,11/13/1997
american pasteurization,2335 Del Monte Street,West Sacramento,CA,95691,M45015,08/05/2019
american pasteurization,2335 Del Monte Street,West Sacramento,CA,95691,P45015,08/05/2019
american pasteurization,2335 Del Monte Street,West Sacramento,CA,95691,V45015,08/05/2019
american pasteurization,2880 N. 112th St Bldg E,Milwaukee,WI,53222,M32004,05/05/2021
american pasteurization,2880 N. 112th St Bldg E,Milwaukee,WI,53222,P32004,05/05/2021
american pasteurization,2880 N. 112th St Bldg E,Milwaukee,WI,53222,G32004,05/05/2021
american samoa government,American Somaoa Government,Pago Pago,AS,96799,I252,07/06/2016
american skin food group,140 Industril Dr.,Burgaw,NC,28425,M5903,04/26/2004
american skin food group,140 Industril Dr.,Burgaw,NC,28425,P5903,04/26/2004
american skin food group,101 14th St. SE,Orange City,IA,51041,M5903B,02/08/2021
american soy products,1474 North Woodland Drive,Saline,MI,48176,M926,08/16/2018
americold,1610 East Sepulveda Blvd,Carson,CA,90745,V21899,07/12/2012
americold,11850 Center Road,San Antonio,TX,78223,V3923,09/16/2011
americold,41 Orchard Lane,Leesport,PA,19533,V45988,02/16/2017
americold,60 Steamboat Boulevard,Manchester,PA,17345,V46161,07/08/2019
americold,200 Sara Lee Road,Tarboro,NC,27886,V45018,01/15/2013
americold,1619 Antioch Church Road,Piedmont,SC,29673,V7435,09/16/2011
americold,2130 Old Georgia Hwy,Gaffney,SC,29340,V19558,03/05/2012
americold,215 Industrial Park Rd,Cartersville,GA,30121,V17534B,03/28/2011
americold,302 N. Frontage Road,Plant City,FL,33565,V21231,03/15/2012
americold,1680 Candler Road,Gainesville,GA,30507,V17534,12/13/2011
americold,2006 Industrial Blvd,Douglas,GA,31533,V19464,02/11/2013
americold,403 Commerce Court,Goldsboro,NC,27534,V19470,01/26/2021
americold,2400 Hodges Chapel Road,Benson,NC,27504,M3474,02/24/2021
americold,2400 Hodges Chapel Road,Benson,NC,27504,P3474,02/24/2021
americold,2400 Hodges Chapel Road,Benson,NC,27504,V3474,02/24/2021
americold,5610 David Cox Rd.,Charlotte,NC,28269,V17941,02/02/2021
americold,275 Cold Storage Rd.,Lumberton,NC,28358,V17959,03/01/2021
americold,589 NE 1st Street,Ontario,OR,97914,V45586,03/30/2015
americold,4475 E. 50th Avenue,Denver,CO,80216,M3150,05/20/2011
americold,4475 E. 50th Avenue,Denver,CO,80216,V3150,05/20/2011
americold,P.O. Box 489,Murfreesboro,TN,37130,V19996,08/26/1997
americold logistics,19840 Rancho Way,Compton,CA,90220,V17787,11/20/2012
americold logistics,19840 Rancho Way,Compton,CA,90220,I7,05/04/2020
americold logistics,1610 Sepulveda Boulevard,Carson,CA,90745,I16,03/17/2021
americold logistics,301 S. Walnut,Burlington,WA,98233,V20344,04/14/1998
americold logistics,4095 Portland NE,Salem,OR,97301,V21507,02/14/2002
americold logistics,755 East 1700 South Street,Clearfield,UT,84016,V40281,08/04/2010
americold logistics,1646 S. 4490 W.,Salt Lake City,UT,84104,V46014,03/13/2019
americold logistics,2300 E Rice St.,Sioux Falls,SD,57103,M3318,09/17/2015
americold logistics,2300 E Rice St.,Sioux Falls,SD,57103,P3318,09/17/2015
americold logistics,2300 E Rice St.,Sioux Falls,SD,57103,V3318,09/17/2015
americold logistics,3543 Maple Drive,Fort Dodge,IA,50501,V3154,04/12/2004
americold logistics,300 S. El Mira Avenue,Russellville,AR,72802,M3478,11/06/2002
americold logistics,300 S. El Mira Avenue,Russellville,AR,72802,V3478,11/06/2002
americold logistics,1200 Old Missouri Rd,Springdale,AR,72764,V3425,05/30/2018
americold logistics,2524 Exchange Ave,Oklahoma City,OK,73108,V3774,10/03/2001
americold logistics,3609 Genoa Road,Texarkana,AR,71854,V18695,05/03/2001
americold logistics,5210 Catron Drive,Dallas,TX,75227,V19129,04/08/2013
americold logistics,1212 Antler Drive,Mansfield,TX,76063,V46451,02/11/2021
americold logistics,651 Mill Road,Fogelsville,PA,18051,V3464,11/22/2011
americold logistics,6500 Tradewater Parkway,Atlanta,GA,30336,V32087,03/24/2007
americold logistics,1541 US Highway 41 N,Sebree,KY,42455,M20373,07/01/2021
americold logistics,1541 US Highway 41 N,Sebree,KY,42455,P20373,07/01/2021
americold logistics,1541 US Highway 41 N,Sebree,KY,42455,V20373,07/01/2021
americold logistics,4550 Newcomb Avenue,Montgomery,AL,36108,M17604,02/15/2001
americold logistics,4550 Newcomb Avenue,Montgomery,AL,36108,P17604,02/15/2001
americold logistics,1355 Railroad Avenue,Albertville,AL,35951,V18918,12/19/2006
americold logistics,1845 Westgate Parkway,Atlanta,GA,30336,V20982,09/10/1999
americold logistics,600 West 25th Avenue,Birmingham,AL,35204,M18290,08/18/2014
americold logistics,600 West 25th Avenue,Birmingham,AL,35204,P18290,08/18/2014
americold logistics,600 West 25th Avenue,Birmingham,AL,35204,V18290,08/18/2014
americold logistics,950 South  Schneider St.,Fremont,NE,68025,M3190,09/20/2019
americold logistics,950 South  Schneider St.,Fremont,NE,68025,V3190,09/20/2019
americold logistics,1400 E. 8th St.,Fairmont,MN,56031,M3136,07/16/2019
americold logistics,1400 E. 8th St.,Fairmont,MN,56031,V3136,07/16/2019
americold logistics,2900 Murray Street,Sioux City,IA,51111,M17202A,04/01/2020
americold logistics,2900 Murray Street,Sioux City,IA,51111,P17202A,04/01/2020
americold logistics,1609 18th St. S.W.,Le Mars,IA,51031,V18376,07/16/2019
americold logistics,2900 Murray Street,Sioux City,IA,51111,V19246,07/16/2019
americold logistics,1530 South 2nd Street,Cherokee,IA,51012,V3898,07/16/2019
americold logistics,2640 Murray St.,Sioux City,IA,51111,V17756,07/16/2019
americold logistics,21755 Cedar Avenue,Lakeville,MN,55044,V31740,07/16/2019
americold logistics,2864 Eagandale Blvd.,Eagan,MN,55121,V46504,07/16/2019
americold logistics,3465 W. Arrow,Marshall,MO,65340,M3245,04/27/2006
americold logistics,3465 W. Arrow,Marshall,MO,65340,P3245,04/27/2006
americold logistics,3465 W. Arrow,Marshall,MO,65340,V3245,04/27/2006
americold logistics,1313 Samuels Avenue,Fort Worth,TX,76102,V3431,04/21/2014
americold logistics,16110 East Hardy Road,Houston,TX,77032,V18400,05/13/2020
americold logistics,3320 South Arlington Avenue,Indianapolis,IN,46203,V3161,07/12/2017
americold logistics,3800 Hempland Road,Mountville,PA,17554,P19551ID,06/07/2012
americold logistics,3800 Hempland Road,Mountville,PA,17554,V19551P,06/07/2012
americold logistics,1229 Fleetway Drive,Chesapeake,VA,23323,M18034,07/11/2019
americold logistics,1229 Fleetway Drive,Chesapeake,VA,23323,V18034,07/11/2019
americold logistics,444 Gilbert Road,Benson,NC,27504,M21621,07/12/2019
americold logistics,444 Gilbert Road,Benson,NC,27504,P21621,07/12/2019
americold logistics,444 Gilbert Road,Benson,NC,27504,V21621,07/12/2019
americold logistics,111 Imperial Drive,Sanford,NC,27330,V19723,07/12/2019
americold logistics,540 Franklinville Rd.,Mullica Hill,NJ,08062,I182,07/08/2021
americold logistics,111 Imperial Drive,Sanford,NC,27330,M17202S,03/27/2020
americold logistics,111 Imperial Drive,Sanford,NC,27330,P17202S,03/27/2020
americold logistics,3 Gateway Boulevard,Pedricktown,NJ,08067,I669,07/08/2021
americold logistics,1229 Fleetway Drive,Chesapeake,VA,23323,I686,12/21/2021
americold logistics,1740 B Westgate Parkway,Atlanta,GA,30336,V18778,05/01/2003
americold logistics,86 Jackson Concourse,Pendergrass,GA,30567,V17534A,03/02/2012
americold logistics,1125 Newton Way,Summerville,SC,29483,I5,01/13/2021
americold logistics,220 Nordic Way,Pooler,GA,31322,I39,12/22/2021
americold logistics,1634 Midland Blvd,Fort Smith,AR,72901,V18441,02/04/2015
americold logistics,2339 Shop Road,Columbia,SC,29201,P19489,07/24/1998
americold logistics,2339 Shop Road,Columbia,SC,29201,V19489,07/24/1998
americold logistics,215 East Air Depot Road,Gadsden,AL,35905,V18198,12/14/2004
americold logistics,14060 Dodd Road,Wallula,WA,99363,M3056,08/17/2014
americold logistics,14060 Dodd Road,Wallula,WA,99363,V3056,08/17/2014
americold logistics,230 Collins Road,Jefferson,WI,53549,M3326,04/16/2021
